item,Item Price,date
"Lettuce, iceberg, per lb. (453.6 gm)",0.985,2017-01-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.016,2016-12-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.042,2016-11-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.949,2016-10-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.95,2016-09-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.994,2016-08-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.995,2016-07-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.015,2016-06-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.089,2016-05-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.018,2016-04-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.065,2016-03-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.213,2016-02-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.417,2016-01-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.48,2015-12-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.361,2015-11-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.245,2015-10-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.223,2015-09-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.096,2015-08-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.049,2015-07-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.074,2015-06-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.055,2015-05-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.993,2015-04-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.05,2015-03-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.138,2015-02-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.174,2015-01-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.107,2014-12-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.264,2014-11-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.125,2014-10-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.139,2014-09-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.111,2014-08-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.108,2014-07-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.121,2014-06-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.993,2014-05-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.896,2014-04-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.926,2014-03-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.919,2014-02-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.924,2014-01-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.99,2013-12-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.066,2013-11-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.98,2013-09-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.077,2013-08-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.93,2013-07-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.929,2013-06-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.924,2013-05-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.972,2013-04-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.195,2013-03-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.096,2013-02-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.002,2013-01-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.868,2012-12-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.893,2012-11-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.835,2012-10-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.892,2012-09-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.878,2012-08-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.86,2012-07-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.904,2012-06-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.826,2012-05-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.783,2012-04-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.805,2012-03-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.798,2012-02-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.942,2012-01-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.947,2011-12-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.961,2011-11-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.915,2011-10-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.899,2011-09-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.902,2011-08-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.897,2011-07-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.967,2011-06-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.962,2011-05-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.057,2011-04-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.277,2011-03-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.142,2011-02-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.94,2011-01-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.992,2010-12-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.965,2010-11-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.87,2010-10-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.83,2010-09-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.839,2010-08-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.853,2010-07-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.887,2010-06-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.837,2010-05-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.83,2010-04-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.858,2010-03-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.839,2010-02-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.896,2010-01-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.186,2009-12-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.009,2009-11-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.844,2009-10-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.805,2009-09-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.842,2009-08-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.855,2009-07-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.876,2009-06-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.887,2009-05-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.907,2009-04-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.875,2009-03-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.93,2009-02-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.944,2009-01-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.877,2008-12-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.979,2008-11-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.001,2008-10-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.906,2008-09-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.878,2008-08-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.875,2008-07-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.86,2008-06-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.868,2008-05-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.902,2008-04-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.873,2008-03-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.895,2008-02-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.95,2008-01-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.949,2007-12-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.988,2007-11-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.066,2007-10-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.927,2007-09-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.879,2007-08-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.849,2007-07-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.856,2007-06-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.879,2007-05-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.986,2007-04-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.915,2007-03-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.92,2007-02-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.926,2007-01-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.896,2006-12-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.85,2006-11-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.873,2006-10-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.953,2006-09-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.864,2006-08-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.783,2006-07-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.848,2006-06-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.967,2006-05-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.869,2006-04-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.815,2006-03-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.794,2006-02-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.874,2006-01-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.854,2005-12-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.873,2005-11-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.926,2005-10-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.848,2005-09-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.855,2005-08-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.885,2005-07-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.895,2005-06-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.926,2005-05-01
"Lettuce, iceberg, per lb. (453.6 gm)",1.004,2005-04-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.829,2005-03-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.73,2005-02-01
"Lettuce, iceberg, per lb. (453.6 gm)",0.817,2005-01-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.996,2024-08-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.945,2024-07-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.843,2024-06-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.859,2024-05-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.962,2024-04-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.044,2024-03-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.132,2024-02-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.146,2024-01-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.995,2023-12-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.942,2023-11-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.865,2023-10-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.844,2023-09-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.877,2023-08-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.896,2023-07-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.911,2023-06-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.798,2023-05-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.874,2023-04-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.932,2023-03-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.99,2023-02-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.11,2023-01-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.228,2022-12-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.107,2022-11-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.974,2022-10-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.901,2022-09-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.89,2022-08-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.842,2022-07-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.842,2022-06-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.819,2022-05-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.794,2022-04-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.827,2022-03-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.826,2022-02-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.892,2022-01-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.906,2021-12-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.924,2021-11-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.892,2021-10-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.828,2021-09-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.858,2021-08-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.827,2021-07-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.83,2021-06-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.804,2021-05-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.786,2021-04-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.768,2021-03-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.838,2021-02-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.928,2021-01-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.893,2020-12-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.935,2020-11-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.911,2020-10-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.847,2020-09-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.874,2020-08-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.977,2020-07-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.922,2020-06-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.851,2020-05-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.197,2020-02-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.221,2020-01-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.954,2019-12-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.903,2019-11-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.779,2019-10-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.911,2019-09-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.864,2019-08-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.799,2019-07-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.812,2019-06-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.823,2019-05-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.947,2019-04-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.079,2019-03-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.068,2019-02-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.227,2019-01-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.175,2018-12-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.057,2018-11-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.901,2018-10-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.826,2018-09-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.737,2018-08-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.887,2018-07-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.706,2018-06-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.675,2018-05-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.802,2018-04-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.868,2018-03-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.026,2018-02-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.336,2018-01-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.237,2017-12-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.933,2017-11-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.813,2017-10-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.828,2017-09-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.846,2017-08-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.952,2017-07-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.873,2017-06-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.867,2017-05-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.902,2017-04-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.943,2017-03-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.93,2017-02-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.048,2017-01-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.972,2016-12-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.984,2016-11-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.994,2016-10-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.786,2016-09-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.685,2016-08-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.635,2016-07-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.709,2016-06-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.695,2016-05-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.862,2016-04-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.941,2016-03-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.316,2016-02-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.528,2016-01-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.932,2015-12-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.977,2015-11-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.844,2015-10-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.775,2015-09-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.737,2015-08-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.777,2015-07-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.708,2015-06-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.74,2015-05-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.847,2015-04-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.819,2015-03-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.849,2015-02-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.089,2015-01-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.189,2014-12-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.948,2014-11-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.695,2014-10-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.546,2014-09-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.544,2014-08-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.633,2014-07-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.675,2014-06-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.629,2014-05-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.622,2014-04-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.632,2014-03-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.672,2014-02-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.702,2014-01-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.727,2013-12-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.7,2013-11-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.566,2013-09-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.509,2013-08-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.43,2013-07-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.47,2013-06-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.454,2013-05-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.46,2013-04-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.493,2013-03-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.497,2013-02-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.545,2013-01-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.594,2012-12-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.469,2012-11-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.443,2012-10-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.384,2012-09-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.44,2012-08-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.506,2012-07-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.492,2012-06-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.336,2012-05-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.388,2012-04-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.452,2012-03-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.433,2012-02-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.542,2012-01-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.531,2011-12-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.516,2011-11-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.465,2011-10-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.503,2011-09-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.42,2011-08-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.442,2011-07-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.559,2011-06-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.794,2011-05-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.27,2011-04-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.086,2011-03-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.832,2011-02-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.59,2011-01-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.591,2010-12-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.519,2010-11-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.502,2010-10-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.503,2010-09-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.405,2010-08-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.544,2010-07-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.586,2010-06-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.918,2010-05-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.132,2010-04-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.007,2010-03-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.765,2010-02-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.837,2010-01-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.961,2009-12-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.726,2009-11-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.595,2009-10-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.538,2009-09-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.528,2009-08-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.618,2009-07-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.604,2009-06-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.584,2009-05-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.591,2009-04-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.511,2009-03-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.556,2009-02-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.661,2009-01-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.734,2008-12-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.722,2008-11-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.611,2008-10-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.591,2008-09-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.694,2008-08-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.713,2008-07-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.814,2008-06-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.675,2008-05-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.773,2008-04-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.835,2008-03-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.735,2008-02-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.032,2008-01-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.147,2007-12-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.851,2007-11-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.649,2007-10-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.496,2007-09-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.485,2007-08-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.486,2007-07-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.51,2007-06-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.685,2007-05-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.63,2007-04-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.555,2007-03-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.644,2007-02-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.621,2007-01-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.639,2006-12-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.784,2006-11-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.188,2006-10-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.908,2006-09-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.488,2006-08-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.479,2006-07-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.457,2006-06-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.543,2006-05-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.573,2006-04-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.649,2006-03-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.91,2006-02-01
"Tomatoes, field grown, per lb. (453.6 gm)",2.162,2006-01-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.848,2005-12-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.574,2005-11-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.547,2005-10-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.429,2005-09-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.416,2005-08-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.607,2005-07-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.655,2005-06-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.911,2005-05-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.71,2005-04-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.548,2005-03-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.428,2005-02-01
"Tomatoes, field grown, per lb. (453.6 gm)",1.66,2005-01-01
"Cabbage, per lb. (453.6 gm)",0.698,2012-10-01
"Cabbage, per lb. (453.6 gm)",0.656,2012-09-01
"Cabbage, per lb. (453.6 gm)",0.616,2012-08-01
"Cabbage, per lb. (453.6 gm)",0.64,2012-07-01
"Cabbage, per lb. (453.6 gm)",0.624,2012-06-01
"Cabbage, per lb. (453.6 gm)",0.622,2012-05-01
"Cabbage, per lb. (453.6 gm)",0.641,2012-04-01
"Cabbage, per lb. (453.6 gm)",0.588,2012-03-01
"Cabbage, per lb. (453.6 gm)",0.66,2012-02-01
"Cabbage, per lb. (453.6 gm)",0.65,2012-01-01
"Cabbage, per lb. (453.6 gm)",0.661,2011-12-01
"Cabbage, per lb. (453.6 gm)",0.654,2011-11-01
"Cabbage, per lb. (453.6 gm)",0.705,2011-10-01
